mode,pedal,verification
1,0,-0.0168084631
1,0,-0.0167844906
1,0,-0.0167634071
1,0,-0.0167422409
1,0,-0.0167210027
1,0,-0.0166693837
1,0,-0.0166177549
1,0,-0.016574877
1,0,-0.0165317616
1,0,-0.0164885127
1,0,-0.0164793867
1,0,-0.0164702578
1,0,-0.0164611281
1,0,-0.0164519986
1,0,-0.0163833962
1,0,-0.0163144453
1,0,-0.016286727
1,0,-0.0162590006
1,0,-0.0162313096
1,0,-0.0162036265
1,0,-0.016189899
1,0,-0.0161761463
1,0,-0.01616237
1,0,-0.016092538
1,0,-0.0160229096
1,0,-0.0159953213
1,0,-0.015967649
1,0,-0.0159399122
1,0,-0.0158974495
1,0,-0.0158550268
1,0,-0.0158126314
1,0,-0.0157995613
1,0,-0.0157864704
1,0,-0.0157733599
1,0,-0.0157011933
1,0,-0.0156291164
1,0,-0.0156028266
1,0,-0.0155764695
1,0,-0.0155500625
1,0,-0.0155038896
1,0,-0.0154577907
1,0,-0.0154116348
1,0,-0.0154049541
1,0,-0.0153982682
1,0,-0.0153915775
1,0,-0.0153245442
1,0,-0.0153055819
1,0,-0.0152866264
1,0,-0.0152676862
1,0,-0.0152487554
1,0,-0.0152061627
1,0,-0.0151634623
1,0,-0.0151207326
1,0,-0.0151063182
1,0,-0.0150919117
1,0,-0.0150775142
1,0,-0.0150631222
1,0,-0.0150063874
1,0,-0.0149495461
1,0,-0.0149061646
1,0,-0.0148628905
1,0,-0.014819608
1,0,-0.0148061923
1,0,-0.0147927639
1,0,-0.0147793251
1,0,-0.0147060427
1,0,-0.0146327399
1,0,-0.0146058405
1,0,-0.0145789086
1,0,-0.0145519633
1,0,-0.0145054336
1,0,-0.0144590575
1,0,-0.014412745
1,0,-0.0144054833
1,0,-0.0143982186
1,0,-0.0143909507
1,0,-0.014318306
1,0,-0.0143055536
1,0,-0.0142928086
1,0,-0.0142800727
1,0,-0.0142673479
1,0,-0.014205819
1,0,-0.014144276
1,0,-0.0141060817
1,0,-0.0140679801
1,0,-0.0140299412
1,0,-0.0140066834
1,0,-0.0139834029
1,0,-0.0139601095
1,0,-0.0139072253
1,0,-0.0138544704
1,0,-0.0138080006
1,0,-0.0137614979
1,0,-0.0137150483
1,0,-0.0137087053
1,0,-0.0137023639
1,0,-0.0136960249
1,0,-0.0136896883
1,0,-0.013626638
1,0,-0.0136100113
1,0,-0.0135933745
1,0,-0.0135767285
1,0,-0.013511439
1,0,-0.0134464831
1,0,-0.0134134027
1,0,-0.0133802918
1,0,-0.0133471767
1,0,-0.013315283
1,0,-0.0132834509
1,0,-0.0132516828
1,0,-0.0132175151
1,0,-0.0131833189
1,0,-0.0131491275
1,0,-0.0131197219
1,0,-0.0130903612
1,0,-0.013061019
1,0,-0.013031662
1,0,-0.0130221722
1,0,-0.0130126792
1,0,-0.0130031832
1,0,-0.0129936849
1,0,-0.0129245644
1,0,-0.012855633
1,0,-0.0128272405
1,0,-0.0127988432
1,0,-0.0127704596
1,0,-0.0127300106
1,0,-0.012689708
1,0,-0.0126495982
1,0,-0.0126335478
1,0,-0.0126174939
1,0,-0.0126014364
1,0,-0.0125374538
1,0,-0.0124738395
1,0,-0.0124419916
1,0,-0.012410132
1,0,-0.0123782832
1,0,-0.0123465788
1,0,-0.012314948
1,0,-0.0122834158
1,0,-0.0122516886
1,0,-0.012219952
1,0,-0.0121882282
1,0,-0.0121569538
1,0,-0.0121257522
1,0,-0.0120946473
1,0,-0.0120627824
1,0,-0.0120309192
1,0,-0.0119990701
1,0,-0.0119688742
1,0,-0.0119387439
1,0,-0.0119087012
1,0,-0.0118786741
1,0,-0.0118754657
1,0,-0.011872257
1,0,-0.0118690478
1,0,-0.011836948
1,0,-0.01180487
1,0,-0.0117821935
1,0,-0.0117595542
1,0,-0.0117369612
1,0,-0.0117143947
1,0,-0.011689369
1,0,-0.0116643362
1,0,-0.0116393098
1,0,-0.0115967033
1,0,-0.0115542589
1,0,-0.0115118969
1,0,-0.011504596
1,0,-0.0114972943
1,0,-0.0114899915
1,0,-0.0114128178
1,0,-0.011335828
1,0,-0.0113213068
1,0,-0.0113067847
1,0,-0.0112922641
1,0,-0.0112300226
1,0,-0.0111682086
1,0,-0.0111395115
1,0,-0.0111108264
1,0,-0.0110821652
1,0,-0.0110492531
1,0,-0.0110164406
1,0,-0.0109837547
1,0,-0.010959637
1,0,-0.0109355208
1,0,-0.0109114154
1,0,-0.0108703173
1,0,-0.0108293361
1,0,-0.0107883839
1,0,-0.0107814037
1,0,-0.0107744231
1,0,-0.0107674424
1,0,-0.0106928249
1,0,-0.0106185123
1,0,-0.0106046732
1,0,-0.0105908362
1,0,-0.0105770028
1,0,-0.0105168294
1,0,-0.0104568662
1,0,-0.0104294208
1,0,-0.0104019959
1,0,-0.0103746099
1,0,-0.0103422892
1,0,-0.0103100895
1,0,-0.010277982
1,0,-0.0102558389
1,0,-0.0102337078
1,0,-0.0102115973
1,0,-0.0101697698
1,0,-0.0101281521
1,0,-0.010084377
1,0,-0.0100406888
1,0,-0.0099993694
1,0,-0.0099582549
1,0,-0.0099150146
1,0,-0.0098718598
1,0,-0.0098310428
1,0,-0.0097904255
1,0,-0.0097476866
1,0,-0.0097050283
1,0,-0.0096646821
1,0,-0.0096244818
1,0,-0.0095821702
1,0,-0.0095399457
1,0,-0.0095000193
1,0,-0.0094602992
1,0,-0.0094185173
1,0,-0.0093768268
1,0,-0.0093374057
1,0,-0.0092981874
1,0,-0.009256957
1,0,-0.0092158209
1,0,-0.0091769217
1,0,-0.0091382189
1,0,-0.0090975065
1,0,-0.0090568817
1,0,-0.0090184661
1,0,-0.0089802455
1,0,-0.0089400402
1,0,-0.0088999236
1,0,-0.008861991
1,0,-0.0088242529
1,0,-0.0087846119
1,0,-0.0087450707
1,0,-0.0087076798
1,0,-0.0086704414
1,0,-0.0086312593
1,0,-0.0085921651
1,0,-0.0085552023
1,0,-0.0085184317
1,0,-0.0084797641
1,0,-0.0084411902
1,0,-0.0084047214
1,0,-0.0083684433
1,0,-0.008330296
1,0,-0.0082922431
1,0,-0.0082562679
1,0,-0.0082204413
1,0,-0.0081827555
1,0,-0.0081451668
1,0,-0.0081096374
1,0,-0.0080743013
1,0,-0.0080371504
1,0,-0.0080000994
1,0,-0.0079650783
1,0,-0.0079302157
1,0,-0.0078935538
1,0,-0.007856993
1,0,-0.0078224398
1,0,-0.0077880781
1,0,-0.0077519589
1,0,-0.007715942
1,0,-0.0076819017
1,0,-0.0076480483
1,0,-0.0076124624
1,0,-0.0075769766
1,0,-0.0075434376
1,0,-0.0075100818
1,0,-0.0074750191
1,0,-0.0074400547
1,0,-0.0074070083
1,0,-0.0073741419
1,0,-0.0073395973
1,0,-0.0073051511
1,0,-0.0072725946
1,0,-0.0072402153
1,0,-0.0072061773
1,0,-0.0071722358
1,0,-0.0071401573
1,0,-0.0071082045
1,0,-0.0070746037
1,0,-0.007041104
1,0,-0.0070094512
1,0,-0.0069779503
1,0,-0.0069448378
1,0,-0.0069118305
1,0,-0.006880646
1,0,-0.0068496424
1,0,-0.0068170648
1,0,-0.0067845917
1,0,-0.0067539099
1,0,-0.0067234037
1,0,-0.0066913449
1,0,-0.0066593866
1,0,-0.0066291899
1,0,-0.0065991184
1,0,-0.0065675045
1,0,-0.0065359936
1,0,-0.0065062258
1,0,-0.0064766058
1,0,-0.0064454773
1,0,-0.0064144546
1,0,-0.00638515
1,0,-0.0063560193
1,0,-0.0063254154
1,0,-0.0062949151
1,0,-0.0062661014
1,0,-0.0062374557
1,0,-0.0062073569
1,0,-0.0061773572
1,0,-0.0061490146
1,0,-0.0061208355
1,0,-0.0060912263
1,0,-0.0060617144
1,0,-0.0060338322
1,0,-0.0060061104
1,0,-0.0059769817
1,0,-0.0059479485
1,0,-0.0059205184
1,0,-0.0058932458
1,0,-0.0058645895
1,0,-0.0058360276
1,0,-0.0058090432
1,0,-0.005782214
1,0,-0.0057540237
1,0,-0.0057259264
1,0,-0.0056993809
1,0,-0.0056729879
1,0,-0.0056452566
1,0,-0.0056176173
1,0,-0.0055915051
1,0,-0.0055655431
1,0,-0.0055382658
1,0,-0.0055110803
1,0,-0.0054853976
1,0,-0.0054598635
1,0,-0.0054330365
1,0,-0.0054063004
1,0,-0.0053810428
1,0,-0.0053559316
1,0,-0.0053295495
1,0,-0.0053032575
1,0,-0.0052784197
1,0,-0.0052537263
1,0,-0.0052277839
1,0,-0.0052019308
1,0,-0.0051775084
1,0,-0.0051532282
1,0,-0.0051277208
1,0,-0.005102302
1,0,-0.0050782904
1,0,-0.0050544192
1,0,-0.0050293421
1,0,-0.0050043527
1,0,-0.0049807471
1,0,-0.0049572799
1,0,-0.0049326277
1,0,-0.0049080625
1,0,-0.0048848581
1,0,-0.00486179
1,0,-0.0048375579
1,0,-0.004813412
1,0,-0.0047906042
1,0,-0.0047679307
1,0,-0.004744114
1,0,-0.0047203826
1,0,-0.0046979669
1,0,-0.0046756836
1,0,-0.0046522775
1,0,-0.0046289561
1,0,-0.0046069284
1,0,-0.0045850313
1,0,-0.0045620312
1,0,-0.0045391148
1,0,-0.0045174696
1,0,-0.004495953
1,0,-0.0044733531
1,0,-0.0044508359
1,0,-0.0044295683
1,0,-0.0044084272
1,0,-0.0043862223
1,0,-0.0043640992
1,0,-0.0043432041
1,0,-0.0043224337
1,0,-0.0043006188
1,0,-0.004278885
1,0,-0.0042583582
1,0,-0.0042379544
1,0,-0.0042165247
1,0,-0.004195175
1,0,-0.004175011
1,0,-0.0041549678
1,0,-0.0041339175
1,0,-0.0041129462
1,0,-0.0040931402
1,0,-0.0040734533
1,0,-0.0040527774
1,0,-0.0040321794
1,0,-0.004012726
1,0,-0.0039933895
1,0,-0.0039730822
1,0,-0.003952852
1,0,-0.0039337464
1,0,-0.003914756
1,0,-0.0038948127
1,0,-0.0038749456
1,0,-0.0038561833
1,0,-0.0038375344
1,0,-0.0038179504
1,0,-0.0037984417
1,0,-0.0037800184
1,0,-0.0037617068
1,0,-0.003742477
1,0,-0.0037233212
1,0,-0.0037052309
1,0,-0.0036872501
1,0,-0.0036683683
1,0,-0.0036495598
1,0,-0.003631798
1,0,-0.0036141443
1,0,-0.0035956065
1,0,-0.0035771413
1,0,-0.0035597042
1,0,-0.0035423735
1,0,-0.003524175
1,0,-0.0035060477
1,0,-0.0034889297
1,0,-0.0034719161
1,0,-0.0034540508
1,0,-0.0034362557
1,0,-0.0034194516
1,0,-0.0034027502
1,0,-0.003385213
1,0,-0.0033677451
1,0,-0.0033512502
1,0,-0.0033348563
1,0,-0.0033176421
1,0,-0.003300496
1,0,-0.0032843051
1,0,-0.0032682131
1,0,-0.0032513167
1,0,-0.0032344878
1,0,-0.003218597
1,0,-0.0032028039
1,0,-0.0031862216
1,0,-0.0031697059
1,0,-0.003154111
1,0,-0.0031386122
1,0,-0.003122339
1,0,-0.0031061313
1,0,-0.0030908273
1,0,-0.0030756175
1,0,-0.0030596482
1,0,-0.0030437435
1,0,-0.0030287258
1,0,-0.0030138009
1,0,-0.0029981307
1,0,-0.0029825241
1,0,-0.0029677879
1,0,-0.0029531428
1,0,-0.0029377667
1,0,-0.0029224531
1,0,-0.0029079938
1,0,-0.0028936241
1,0,-0.0028785373
1,0,-0.0028635121
1,0,-0.0028493254
1,0,-0.0028352266
1,0,-0.0028204246
1,0,-0.0028056833
1,0,-0.0027917648
1,0,-0.0027779328
1,0,-0.0027634111
1,0,-0.0027489493
1,0,-0.002735295
1,0,-0.0027217256
1,0,-0.0027074801
1,0,-0.0026932936
1,0,-0.0026798995
1,0,-0.002666589
1,0,-0.0026526155
1,0,-0.0026387
1,0,-0.0026255619
1,0,-0.0026125058
1,0,-0.0025987993
1,0,-0.0025851497
1,0,-0.0025722625
1,0,-0.0025594557
1,0,-0.002546011
1,0,-0.0025326223
1,0,-0.0025199815
1,0,-0.0025074197
1,0,-0.0024942326
1,0,-0.0024811008
1,0,-0.0024687029
1,0,-0.0024563828
1,0,-0.0024434497
1,0,-0.0024305711
1,0,-0.0024184125
1,0,-0.0024063303
1,0,-0.0023936469
1,0,-0.0023810168
1,0,-0.0023690927
1,0,-0.0023572432
1,0,-0.0023448043
1,0,-0.0023324179
1,0,-0.002320724
1,0,-0.0023091035
1,0,-0.0022969052
1,0,-0.0022847587
1,0,-0.0022732914
1,0,-0.0022618963
1,0,-0.0022499346
1,0,-0.0022380235
1,0,-0.0022267784
1,0,-0.0022156039
1,0,-0.0022038741
1,0,-0.0021921945
1,0,-0.0021811683
1,0,-0.0021702117
1,0,-0.0021587109
1,0,-0.0021472594
1,0,-0.0021364488
1,0,-0.0021257065
1,0,-0.0021144308
1,0,-0.0021032034
1,0,-0.0020926044
1,0,-0.0020820724
1,0,-0.0020710173
1,0,-0.0020600098
1,0,-0.0020496181
1,0,-0.0020392921
1,0,-0.0020284534
1,0,-0.0020176613
1,0,-0.0020074731
1,0,-0.0019973493
1,0,-0.001986723
1,0,-0.0019761426
1,0,-0.0019661544
1,0,-0.0019562294
1,0,-0.0019458118
1,0,-0.0019354392
1,0,-0.0019256472
